direction,name,ingredients,url,products,crawl_time,prep_time,servings,img_url,description
"1  Heat oven to 425 degrees F. Cut potatoes into quarters, larger ones into eighths.,2  In large roasting pan, toss potatoes, artichoke hearts, garlic, olive oil, salt and pepper.,3  Roast in 425 degrees F oven until potatoes are tender and browned, tossing once, 30 to 40 minutes. Remove to large bowl; toss with lemon rind, lemon juice and parsley. Serve warm or at room temperature.",Garlic Roasted Potatoes,"2 1/2,2,8,1/4,3/4,1/4,1,1/4,2,pounds,9,cloves,cup,teaspoon,teaspoon,teaspoon,cup,tablespoons,small new potatoes, scrubbed,frozen artichoke hearts, thawed,garlic, each halved,olive oil,salt,black pepper,grated lemon rind,fresh lemon juice,chopped parsley",http://www.familycircle.com/recipe/vegetables/garlic-roasted-potatoes/,"small new potatoes scrubbed,frozen artichoke hearts thawed,garlic each halved,olive oil,salt,black pepper,grated lemon rind,fresh lemon juice,chopped parsley",2017-03-23 16:12:28,15 mins,10 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Be sure to read pressure cooker manufacturers direction before beginning.,2  Sprinkle the chicken breasts with 2 teaspoons of the lemon-pepper seasoning.,3  Melt butter in pressure cooker without top over medium heat. Add the onion; saute for 5 minutes or until the onion has softened. Stir in the orzo to coat with the butter. Pour in the chicken broth, salt and the remaining lemon-pepper seasoning. Layer the chicken breasts on top of the orzo mixture. Increase the heat to medium-high. Place the lid on top of the pressure cooker and lock.,4  Once cooker has reached pressure, lower heat to maintain pressure, and begin timing; cook chicken for 8 minutes. Remove from heat; release pressure; cool down; remove the lid. The internal temperature of chicken should register 160 degrees F on instant-read thermometer. Remove chicken from cooker; keep warm.,5  Place cooker without top over medium heat. Stir orzo to release any grains stuck to bottom. Add zucchini, tomatoes and thyme; cook, stirring, for 5 to 7 minutes or until vegetables are softened and orzo is tender.,6  Transfer the orzo mixture to a platter or individual plates. Top with chicken. Serve warm.",Zesty Chicken With Orzo,"6,2 1/2,2,1,1,1,1/4,2,2,2,pounds,teaspoons,tablespoons,small,cup,14 1/2,teaspoon,medium,,teaspoons,chicken breasts (about 6 total),lemon-pepper seasoning,unsalted butter,onion, chopped,orzo,chicken broth,salt,zucchini, cut into 1/2-inch cubes,plum tomatoes, seeded and diced,chopped fresh thyme OR: 1/4 teaspoon dried thyme",http://www.familycircle.com/recipe/pasta/zesty-chicken-with-orzo/,"chicken breasts (about 6 total),lemon-pepper seasoning,unsalted butter,onion chopped,orzo,chicken broth,salt,zucchini cut into 1/2-inch cubes,plum tomatoes seeded and diced,chopped fresh thyme OR: 1/4 teaspoon dried thyme",2017-03-23 16:12:33,15 mins,6 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Combine garlic powder, basil, oregano, salt and pepper in small bowl. Press mixture onto both sides of steaks.,2  Heat oil in large nonstick skillet over medium-high heat. Add steaks; cook, turning over once, 10 to 14 minutes depending on desired doneness. Place on serving platter. Sprinkle with lemon juice. Scatter cheese and olives over steaks.",Grecian Skillet Rib Eyes,"1 1/2,1 1/2,1 1/2,1/2,1/8,2,1,1,2,1,,teaspoons,teaspoons,teaspoons,teaspoon,teaspoon,,tablespoon,tablespoon,tablespoons,tablespoon,Seasonings:,garlic powder,dried basil,dried oregano,salt,pepper,well-trimmed beef rib-eye steaks, 1 inch thick (about 1 pound),olive oil,fresh lemon juice,feta cheese,chopped, pitted, Kalamata or ripe black olives",http://www.familycircle.com/recipe/beef/grecian-skillet-rib-eyes/,"Seasonings:,garlic powder,dried basil,dried oregano,salt,pepper,well-trimmed beef rib-eye steaks 1 inch thick (about 1 pound),olive oil,fresh lemon juice,feta cheese,chopped pitted Kalamata or ripe black olives",2017-03-23 16:12:40,15 mins,2 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 350 degrees F. Line 13 x 9-inch baking pan with foil sheets, extending up the long sides and over short ends.,2  Mix 1-1/2 cups flour, 1 tablespoon cocoa, 3/4 teaspoon baking powder and 1/2 teaspoon salt in a bowl. Beat 6 tablespoons butter, brown sugar and vanilla in a medium-size bowl until creamy. Beat in 2 eggs, one at a time. On low, beat in flour mixture. Stir in peanuts. Spread into pan; level top.,3  Beat cream cheese in a medium-size bowl on medium speed until smooth. Add 2/3 cup sugar, 2 eggs and 1/3 cup flour and beat to incorporate. Place mixture in large plastic bag; snip off end. Pipe over blondie layer to cover, gently spreading to smooth top.,4  Stir 1-1/2 cups flour, 6 tablespoons cocoa, 2 teaspoons baking powder and 1/2 teaspoon salt in a medium-size bowl. Beat 1/2 cup butter and 1-1/3 cup sugar in second bowl until light and fluffy. Beat in 2 eggs one at a time. Beat in peanut butter until well blended. On low speed, beat half flour mixture, then half milk, into butter mixture. Repeat. Place mixture in large plastic bag; snip off end. Pipe over cheesecake layer to cover, gently spreading to smooth top. Place foil tent over top, crimping edges. Do not let foil touch top of batter.,5  Bake at 350 degrees F, covered, for 1 hour; remove foil and bake 25 to 30 more minutes. Place on rack to cool 30 minutes. Refrigerate at least 2 hours or up to 24 hours.,6  Prepare 2 packages (2.8-ounces each) chocolate mousse mix as packages direct, using 1 cup milk total. Spread smoothly onto top of bar. Cut into 32 pieces. In a small bowl, combine 1/3 cup chopped dry-roasted peanuts and 1/3 cup chopped chocolate chunks. Stir in 3/4 cup prepared caramel topping. Spoon over individual pieces and serve.",Black & White Brownie Delight,"1 1/2,1,3/4,1/2,6,1,1,2,1/2,2,2/3,2,1/3,1 1/2,6,2,1/2,1/2,1 1/3,2,2/3,1,cups,tablespoon,teaspoon,teaspoon,tablespoons,cup,teaspoon,,cup,packages,cup,,cup,cups,tablespoons,teaspoons,teaspoon,cup,cups,,cup,cup,all-purpose flour,unsweetened cocoa powder,baking powder,salt,(3/4 stick) unsalted butter, at room temperature,packed dark-brown sugar,vanilla extract,eggs,coarsely chopped dry-roasted peanuts,(8 ounces each) cream cheese, softened,sugar,eggs,all-purpose flour,all-purpose flour,unsweetened cocoa powder,baking powder,salt,(1 stick) unsalted butter, at room temperature,sugar,eggs,creamy peanut butter,milk",http://www.familycircle.com/recipe/layer-cakes/black-white-brownie-delight/,"all-purpose flour,unsweetened cocoa powder,baking powder,salt,(3/4 stick) unsalted butter at room temperature,packed dark-brown sugar,vanilla extract,eggs,coarsely chopped dry-roasted peanuts,(8 ounces each) cream cheese softened,sugar,eggs,all-purpose flour,all-purpose flour,unsweetened cocoa powder,baking powder,salt,(1 stick) unsalted butter at room temperature,sugar,eggs,creamy peanut butter,milk",2017-03-23 16:12:47,25 mins,32 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,
"1  In a large saucepan, heat butter over medium heat. Add onion, paprika and turmeric; saute until onion is softened, 4 to 5 minutes. Add water, salt and pepper. Bring to a boil. Add potatoes. Lower heat; simmer, covered, until potatoes are tender, about 25 minutes.,2  Break up potatoes into smaller pieces with a fork or wooden spoon. Stir in cream and corn; cook until heated through and corn is tender, about 4 minutes. Stir in cheese and heat until melted, about 1 minute.,3  Halve, peel and pit avocados. Slice crosswise. Place avocado slices in soup bowls. Ladle soup over avocado slices. Garnish with chives or cilantro leaves, and serve.",Ecuadorian Potato-Cheese Soup,"2,1,1,1/4,4,2,1/4,4,2,2,1,2,tablespoons,,teaspoon,teaspoon,cups,teaspoons,teaspoon,,cups,cups,cup,,,unsalted butter,medium-size onion, chopped,sweet Hungarian paprika,ground turmeric,cold water,salt,black pepper,Yukon Gold potatoes (about 2 pounds) OR: other boiling potatoes, peeled and cut into 1/2-inch thick slices,light cream,corn kernels, fresh or frozen, thawed,queso blanco (firmly packed fresh cheese) OR: crumbled farmers cheese OR: grated Muenster cheese (about 1/4 pound),medium-size ripe avocados,Snipped fresh chives or fresh cilantro leaves, for garnish",http://www.familycircle.com/recipe/soups/ecuadorian-potato-cheese-soup/,"unsalted butter,medium-size onion chopped,sweet Hungarian paprika,ground turmeric,cold water,salt,black pepper,Yukon Gold potatoes (about 2 pounds) OR: other boiling potatoes peeled and cut into 1/2-inch thick slices,light cream,corn kernels fresh or frozen thawed,queso blanco (firmly packed fresh cheese) OR: crumbled farmers cheese OR: grated Muenster cheese (about 1/4 pound),medium-size ripe avocados,Snipped fresh chives or fresh cilantro leaves for garnish",2017-03-23 16:12:51,15 mins,8 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 425 degrees F.,2  Unfold one piecrust on work surface. With fluted pastry wheel, cut 12 strips, 3/4 inch wide. Reserve two end strips for other uses. Unfold second crust. Fit into 9-inch tart pan with removable bottom; trim edge.,3  In small bowl, combine preserves, cherries and rind. Spread over bottom of tart; sprinkle with nuts. Evenly arrange 5 strips dough across top, 1 inch between strips. Arrange strips at right angles to first strips to make lattice.,4  Mix egg and water; brush on lattice; sprinkle with the sugar.,5  Bake in 425 degrees F oven until crust is browned and filling is bubbly, 20 minutes. Let cool on rack 10 minutes. Remove pan side.",Cherry-Hazelnut Tart,"1,3/4,3/4,1,1/2,1,1,1,15,cup,cup,teaspoon,cup,,tablespoon,tablespoon,refrigerated ready-to-use folded pie crust,cherry preserves,dried cherries,grated lemon rind,hazelnuts, toasted, skinned and chopped,egg,water,sugar",http://www.familycircle.com/recipe/pies/cherry-hazelnut-tart/,"refrigerated ready-to-use folded pie crust,cherry preserves,dried cherries,grated lemon rind,hazelnuts toasted skinned and chopped,egg,water,sugar",2017-03-23 16:12:56,10 mins,12 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,
"1  Heat oven to 350 degrees F. Coat 12-cup Bundt pan with nonstick cooking spray. Dust with flour.,2  Combine flour, pecans, baking powder and salt in medium-size bowl.,3  Beat butter and sugar in large bowl until creamy, 4 minutes. Beat in eggs, one at a time, beating well after each. Alternately beat in flour mixture with buttermilk, hazelnut liqueur and vanilla, beginning and ending with flour mixture, until well blended and smooth. Pour into prepared pan.,4  Bake in 350 degree F oven 50 minutes or until toothpick inserted in center comes clean. Let cake cool in pan 15 minutes. Remove cake from pan to rack; let cool completely.,5  Combine evaporated milk and salt in small saucepan. Bring just to a boil over medium heat. Add chocolate; stir until melted and smooth. Spoon over cake; let stand until set.,6  Combine white chocolate, vegetable shortening and salt in small heavy saucepan. Place over very low heat, stirring occasionally, until melted and smooth. Let cool slightly, about 8 minutes. Spoon over top of Dark Chocolate Glaze; let set. Garnish, if desired.",Pecan Pound Cake,"2 1/2,1/2,1,1/2,3/4,2,4,3/4,1/4,1,1/3,1/8,5,5,3,1/8,1/4,cups,cup,tablespoon,teaspoon,cup,cups,,cup,cup,teaspoon,cup,teaspoon,ounces,ounces,tablespoons,teaspoon,cup,all-purpose flour,finely ground pecans,baking powder,salt,(1 1/2 sticks) unsalted butter or margarine, room temperature,sugar,eggs,buttermilk,hazelnut liqueur,vanilla,evaporated milk,salt,bittersweet chocolate, chopped,white baking chocolate, chopped,solid vegetable shortening,salt,pecans, coarsely chopped",http://www.familycircle.com/recipe/cakes/pecan-pound-cake/,"all-purpose flour,finely ground pecans,baking powder,salt,(1 1/2 sticks) unsalted butter or margarine room temperature,sugar,eggs,buttermilk,hazelnut liqueur,vanilla,evaporated milk,salt,bittersweet chocolate chopped,white baking chocolate chopped,solid vegetable shortening,salt,pecans coarsely chopped",2017-03-23 16:13:01,30 mins,16 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 375 degrees . Coat a 12-cup muffin pan with nonstick cooking spray.,2  In a large bowl, whisk flour, baking powder, baking soda and salt. Set aside.,3  In another large bowl, beat butter and sugar until combined. Beat in eggs, banana and orange zest. Beat in flour mixture in 2 batches, alternating with half of the milk. Beat until just combined. Stir in raisins and nuts.,4  Spoon batter into muffin cups, about a generous 1/3 cup in each. Bake at 375 degrees  for 20 minutes, or until a toothpick inserted into the center comes out clean. Let cool for about 5 minutes. Remove muffins from pan and cool on a wire rack.,5  Dust with confectioners sugar; serve.,6  Makes 12 muffins.",orange-raisin muffins,"2,1/2,1/2,1/2,1/2,1,2,1,1,1,1,cups,teaspoon,teaspoon,teaspoon,cup,cup,,,large,cup,cup,cup,,all-purpose flour,baking powder,baking soda,salt,(1 stick) unsalted butter,sugar,eggs,ripe banana, mashed,orange,milk,raisins,chopped walnuts,Confectioners sugar",http://www.familycircle.com/recipe/breads/orange-raisin-muffins/,"all-purpose flour,baking powder,baking soda,salt,(1 stick) unsalted butter,sugar,eggs,ripe banana mashed,orange,milk,raisins,chopped walnuts,Confectioners sugar",2017-03-23 16:13:07,10 mins,12 muffins,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,
"1  Combine salt, pepper and 1/2 teaspoon poultry seasoning in small bowl. Lay turkey cutlets flat; sprinkle one side of each cutlet with seasoning.,2  Place 2 large peeled and blanched asparagus spears at narrow end of each cutlet (or divide frozen, thawed spears evenly among the cutlets). Roll up each turkey cutlet and secure with wooden pick to hold in place.,3  Saute turkey rolls in oil in large nonstick skillet about 2 minutes on each side or until lightly golden. Remove turkey from skillet.,4  Add onion to skillet; saute 3 minutes. Whisk together soup, milk and remaining 1/2 teaspoon poultry seasoning; add to onion in skillet along with turkey. Simmer over medium-low heat for 8 minutes. Turn turkey rolls over; simmer 8 minutes or until turkey is tender. Remove turkey roll-ups to serving plate; cover with aluminum foil to keep warm.,5  Remove skillet from heat. Stir in sour cream. Sprinkle parsley over turkey. Serve sauce on side.",Turkey And Asparagus Roll-Ups,"1/2,1/4,1,6,12,1,1,1,1,1/4,1 1/2,teaspoon,teaspoon,teaspoon,pounds,,tablespoon,small,10 3/4,cup,cup,tablespoons,salt,pepper,poultry seasoning,turkey cutlets, (6 total),asparagus spears, peeled and blanched OR: 1 package (10 ounces) frozen asparagus spears, thawed,corn oil,onion, thinly sliced,98% fat-free condensed cream of mushroom soup,nonfat milk,reduced-fat sour cream,chopped fresh parsley",http://www.familycircle.com/recipe/vegetables/turkey-and-asparagus-roll-ups/,"salt,pepper,poultry seasoning,turkey cutlets (6 total),asparagus spears peeled and blanched OR: 1 package (10 ounces) frozen asparagus spears thawed,corn oil,onion thinly sliced,98% fat-free condensed cream of mushroom soup,nonfat milk,reduced-fat sour cream,chopped fresh parsley",2017-03-23 16:13:14,10 mins,6 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 375 degrees F. Put the butter in an 8-inch-square baking pan over medium heat; heat until hot, about 2 minutes, then turn off the heat. Meanwhile, combine cornmeal, flour, baking powder, salt and sugar in a bowl. Mix egg yolks into the buttermilk. Stir the liquids into the cornmeal mixture, combining well.,2  Beat egg whites until stiff but not dry; gently stir into batter and pour into prepared pan. Bake at 375 degrees F for about 30 minutes, until the top is lightly browned and a toothpick inserted into the center comes out clean. Serve hot or warm.",Classic Corn Bread,"4,1 1/2,1/2,1 1/2,1,1/4,2,1 1/4,tablespoons,medium,cup,teaspoons,teaspoon,cup,,cups,(1/2 stick) butter,-grind cornmeal,all-purpose flour,baking powder,salt,sugar,eggs, separated,buttermilk, milk or yogurt",http://www.familycircle.com/recipe/quickbreads/classic-corn-bread/,"(1/2 stick) butter,-grind cornmeal,all-purpose flour,baking powder,salt,sugar,eggs separated,buttermilk milk or yogurt",2017-03-23 16:13:21,15 mins,12 pieces,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 375 degrees F. Butter the bottom and sides of a 10-inch deep-dish pie pan.,2  Combine the strawberries, rhubarb and lemon juice in a large bowl. Mix together sugar and cornstarch in a small bowl. Add to the strawberry mixture; toss gently to coat all over. Spoon evenly into the prepared pie pan.,3  Place the oats, flour, dark-brown sugar, chopped pecans, cinnamon and butter in a food processor. Pulse with on-and-off motion until the butter is the size of peas. Do not overprocess. Sprinkle the crumb topping evenly over the fruit in the pan.,4  Bake in 375 degrees F oven or until the crumb topping is golden brown, about 35 minutes. Cover the dish loosely with aluminum foil. Bake for additional 10 minutes or until heated through and bubbly.,5  Serve warm with vanilla ice cream if desired.",Strawberry-Rhubarb Crumble,"3,2,2,1,1/4,1,1,1/2,1/2,1,1/2,cups,cups,tablespoons,cup,cup,cup,cup,cup,cup,teaspoon,cup,,strawberries, hulled and cut into chunks,1-inch pieces of rhubarb (about 5 stalks),fresh lemon juice,granulated sugar,cornstarch,old-fashioned or quick-cooking oats (not instant),all-purpose flour,firmly packed dark-brown sugar,chopped pecans,ground cinnamon,butter, in pieces,Vanilla ice cream (optional)",http://www.familycircle.com/recipe/desserts/strawberry-rhubarb-crumble/,"strawberries hulled and cut into chunks,1-inch pieces of rhubarb (about 5 stalks),fresh lemon juice,granulated sugar,cornstarch,old-fashioned or quick-cooking oats (not instant),all-purpose flour,firmly packed dark-brown sugar,chopped pecans,ground cinnamon,butter in pieces,Vanilla ice cream (optional)",2017-03-23 16:13:27,20 mins,8 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 400 degrees F.,2  Sift the flour, baking powder and salt into a bowl.,3  Beat butter, shortening and sugar at low speed in a large bowl for 2 minutes. Scrape down sides of bowl. Continue beating at medium-low speed until fluffy, about 2 minutes. Beat in anise seeds and egg. At low speed, beat in flour mixture, then enough water to make stiff dough.,4  Roll one-half of dough at a time on lightly floured pastry surface to 1/4-inch thickness. Cut into rounds and stars with floured 2- to 2-1/2-inch cutters. Place cookies 1 inch apart on ungreased baking sheets.,5  Bake in 400 degrees F oven until pale tan or for about 10 minutes. Lift cookies at once from baking sheets; coat both sides with cinnamon-sugar. Place coated cookies on wire racks and let cool to room temperature. Store in airtight containers.",Biscochitos Santa Fe Anise Cookies,"3,1 1/2,1/2,1/2,1/2,3/4,1 1/2,1,1/4,cups,teaspoons,teaspoon,cup,cup,cup,teaspoons,,cup,,sifted all-purpose flour,baking powder,salt,(1 stick) unsalted butter, at room temperature,firmly packed vegetable shortening or lard,sugar,whole anise seeds, lightly toasted,egg,cold water, more as needed,Cinnamon sugar",http://www.familycircle.com/recipe/cookies/biscochitos-santa-fe-anise-cookies/,"sifted all-purpose flour,baking powder,salt,(1 stick) unsalted butter at room temperature,firmly packed vegetable shortening or lard,sugar,whole anise seeds lightly toasted,egg,cold water more as needed,Cinnamon sugar",2017-03-23 16:13:34,25 mins,3 to 3-1/2 dozen,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,
"1  Mix berries, sugar, juice in heavy 4-quart pot. Boil 1 hour 15 minutes; skim; stir often. Remove from heat. Stir 5 minutes.,2  Sterilize 10 half-pint canning jars, lids, bands according to manufacturers directions. Ladle jam into jars, with 1/4-inch headspace. Wipe rims; cover with tops; screw on bands.,3  Process jars in boiling water bath 10 minutes. Remove jars; test seals. Cool on rack. Check seals. Label, date, store in cool, dark place for up to several months.",Fresh Strawberry Jam,"4,8,,cups,,quarts strawberries, washed, hulled,sugar,Juice of 2 lemons (about 1/4 cup)",http://www.familycircle.com/recipe/fruit/fresh-strawberry-jam/,"quarts strawberries washed hulled,sugar,Juice of 2 lemons (about 1/4 cup)",2017-03-23 16:13:37,10 mins,10 jars (1/2 pint each),http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 375 degrees . Coat a 10-inch pie dish with nonstick cooking spray.,2  In large bowl, gently stir together the peaches, blueberries, sugar, flour, orange rind, cinnamon and vanilla extract until the fruit is evenly coated.,3  In a medium-size bowl, stir together the flour, salt and olive oil. Add the cold water, 1 tablespoon at a time, tossing with a fork until the mixture comes together into a ball. Form the dough into a disk. Place between 2 sheets of waxed paper;  with a rolling pin, roll into 11-inch round, turning the dough occasionally to get an even thickness. Remove top sheet of waxed paper. Crimp the edge of the crust all around.,4  Spoon the filling into the prepared pie dish. Invert the crust onto your hand; peel off the waxed paper. Invert crust on top of filling so crimped edge is facing up. Brush the crust evenly with the egg wash. With a sharp paring knife, cut a few slits in the crust for steam vents.,5  Bake in 375 degrees  oven until the crust is browned and filling is bubbly, 45 to 50 minutes. Transfer the pie to a wire rack; let cool completely.",Summer Fruit Pie,"2,1,2/3,3,1,1,1,1,1/4,3,3,1,16,cup,cup,tablespoons,tablespoon,teaspoon,teaspoon,cup,teaspoon,tablespoons,tablespoons,tablespoon,frozen peach slices, no sugar added, thawed OR: 2 pounds fresh peaches, pitted and sliced (4 cups),fresh blueberries,sugar,all-purpose flour,grated orange rind,ground cinnamon,vanilla extract,all-purpose flour,salt,olive oil,cold water,water",http://www.familycircle.com/recipe/pies/summer-fruit-pie/,"frozen peach slices no sugar added thawed OR: 2 pounds fresh peaches pitted and sliced (4 cups),fresh blueberries,sugar,all-purpose flour,grated orange rind,ground cinnamon,vanilla extract,all-purpose flour,salt,olive oil,cold water,water",2017-03-23 16:13:46,15 mins,10 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Heat oven to 325 degrees F. Grease a 12-cup Bundt pan. Lightly dust with flour; tap out excess flour.,2  Whisk together flour, baking soda and salt in a medium-size bowl until well mixed.,3  Beat together butter and sugar in second bowl until light and fluffy, about 3 minutes. Beat in eggs, one at a time, beating well after each addition.,4  Mix together yogurt, pineapple and lime rind in small bowl.,5  On low speed, beat flour mixture into butter mixture in 3 additions, alternating with the yogurt mixture, starting and ending with the flour mixture. Add coconut extract and vanilla, and beat on medium speed for 3 minutes. Pour the batter into prepared pan.,6  Bake in 325 degree F oven for 60 minutes or until a wooden pick inserted in the center of the cake comes out clean. Transfer pan to wire rack and cool for about 15 to 20 minutes. Turn out cake onto rack; turn right side up. Cool completely.,7  Whisk together lime juice and confectioners sugar in small bowl until good drizzling consistency. Drizzle over cake. Garnish with shredded coconut and lemon and lime rind.",Pina Colada Poundcake,"2 1/2,1/2,1/2,1,2,4,1,1/4,1,1,1/2,2,1/2,cups,teaspoon,teaspoon,cup,cups,,8,cup,teaspoon,teaspoon,teaspoon,teaspoons,cup,,all-purpose flour,baking soda,salt,(2 sticks) unsalted butter, at room temperature,sugar,eggs,vanilla yogurt,canned crushed pineapple,grated lime rind,coconut extract,vanilla,fresh lime juice,confectioners sugar,Shredded sweetened coconut and thin strips of lime and lemon rind",http://www.familycircle.com/recipe/cakes/pina-colada-poundcake/,"all-purpose flour,baking soda,salt,(2 sticks) unsalted butter at room temperature,sugar,eggs,vanilla yogurt,canned crushed pineapple,grated lime rind,coconut extract,vanilla,fresh lime juice,confectioners sugar,Shredded sweetened coconut and thin strips of lime and lemon rind",2017-03-23 16:13:52,15 mins,16 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Preheat oven to 350 degrees F. Grease 9-inch springform pan. Line bottom and sides with foil; grease foil.,2  Heat margarine and chocolate in small saucepan over low heat, stirring until smooth. Let cool.,3  Beat egg whites in large bowl at high speed about 2 minutes or until stiff, but not dry peaks form.,4  Beat together egg yolks and sugar in large bowl until thick and pale, about 1 minute. Blend in chocolate mixture. Stir in almonds.,5  Fold beaten whites, one-third at a time, into chocolate mixture until no streaks of white remain. Scrape into prepared pan.,6  Place an 8-inch baking pan on bottom shelf of oven; add 1 inch of boiling water to pan (this will make the torte more moist).,7  Bake torte on center shelf in preheated 350 degrees F oven for 45 to 50 minutes or until sides start to pull away from pan and top is set in center. Cover loosely with foil for last 20 minutes of baking. (Don't worry if top cracks, since it will become the bottom of the cake.),8  Transfer springform pan to wire rack to cool for 10 minutes. Remove side of pan. Loosen sides of cake from foil; invert onto serving plate. Remove foil and cool completely.,9  To serve, pulverize the 2 tablespoons sugar, if using, in blender. Sprinkle over top of cake. Garnish with berries if you wish.",Flourless Chocolate Torte,"1/2,8,5,3/4,1,cup,ounces,,cup,cup,(1 stick) pareve margarine,imported bittersweet OR: semisweet chocolate, chopped,eggs, separated,sugar plus 2 tablespoons, for garnish,ground almonds",http://www.familycircle.com/recipe/chocolate-cakes/flourless-chocolate-torte/,"(1 stick) pareve margarine,imported bittersweet OR: semisweet chocolate chopped,eggs separated,sugar plus 2 tablespoons for garnish,ground almonds",2017-03-23 16:13:59,35 mins,8 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Peel 3 oranges with a knife, taking care to remove the white outer membrane. Hold the orange and cut membranes away from inner sections of fruit. Set orange sections aside; cover with plastic wrap and refrigerate for several hours, if desired.,2  Squeeze juice from remaining orange and lemon into small bowl. Whisk with sugar, cinnamon, salt and oil. Place walnuts in nonstick skillet and toast over low heat a minute or so until fragrant and slightly crisp. Remove from heat and set aside. Can be prepared several hours ahead.,3  To serve, whisk dressing. Place lettuce in large serving bowl; toss with dressing and adjust seasonings if needed. Top with orange segments, walnuts and cilantro.",orange & walnut salad,"4,1,1,1,1,1,1,1,,,tablespoon,teaspoon,teaspoon,tablespoon,cup,bag,,navel oranges,lemon,sugar,cinnamon,salt,extra-virgin olive oil,chopped walnuts,(16 ounces) romaine lettuce hearts, washed, dried and chopped (about 12 packed cups),Chopped fresh cilantro leaves for garnish",http://www.familycircle.com/recipe/salads/orange-walnut-salad/,"navel oranges,lemon,sugar,cinnamon,salt,extra-virgin olive oil,chopped walnuts,(16 ounces) romaine lettuce hearts washed dried and chopped (about 12 packed cups),Chopped fresh cilantro leaves for garnish",2017-03-23 16:14:02,10 mins,8 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Spread cinnamon sugar onto a small plate or saucer. Run the lemon wedge along the rim of eight champagne glasses, then dip rims into cinnamon sugar. Shake off excess.,2  Combine apple cider and schnapps or brandy in a measuring cup. Divide evenly among prepared glasses. Divide sparkling wine evenly among glasses. Garnish each with a maraschino cherry.",Caramel Apple Cocktail,"1,1,1 1/2,6,1,8,tablespoon,,cups,tablespoons,bottle,,cinnamon sugar,wedge lemon,apple cider,butterscotch schnapps or apple brandy (such as Calvados),(750 ml) sparkling wine, chilled,stemless maraschino cherries",http://www.familycircle.com/recipe/drinks/caramel-apple-cocktail/,"cinnamon sugar,wedge lemon,apple cider,butterscotch schnapps or apple brandy (such as Calvados),(750 ml) sparkling wine chilled,stemless maraschino cherries",2017-03-23 16:14:10,5 mins,6 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
"1  Drain the fruit salad, reserving juice. Finely chop the fruit and place in a medium-size bowl. Add cilantro, jalapeno and juice of 1/2 lime. Stir and refrigerate, covered, until ready to serve shrimp.,2  Place reserved fruit salad juice, juice of 1/2 lime and zest from the lime in a large resealable plastic bag. Add cleaned shrimp and turn to coat shrimp with marinade. Refrigerate to marinate for 30 minutes.,3  Heat a grill or broiler. Grill or broil shrimp 2 minutes per side. Season with salt to taste.,4  Serve shrimp, warm or at room temperature, with salsa on the side.",Grilled Shrimp & Tropical Salsa,"1,1/2,1,1,24,15 1/4,cup,large,,large,tropical fruit salad,cilantro, chopped,jalapeno, seeded and chopped,lime (both juice and zest),shrimp, about 1-1/2 pounds, shells removed and deveined",http://www.familycircle.com/recipe/appetizers-snacks/grilled-shrimp-tropical-salsa/,"tropical fruit salad,cilantro chopped,jalapeno seeded and chopped,lime (both juice and zest),shrimp about 1-1/2 pounds shells removed and deveined",2017-03-23 16:14:17,15 mins,24 servings,http://images.familycircle.mdpcdn.com/sites/familycircle.com/themes/meredith/images/recipe-default.png,  
